"","Network","remove_strategy","remove_ratio","remove_number","measure","Run","value"
"399","IW","edge_rand",0.6,"3958","Pcr","run2",0.921708741385347
"400","IW","node_rand",0.6,"183","Pcr","run2",0.941666187699232
"401","IW","edge_rand",0.7,"4618","Eff","run2",0.306534162139073
"402","IW","node_rand",0.7,"214","Eff","run2",0.287661517485704
"403","IW","edge_rand",0.7,"4618","Eigen","run2",0.02360310068596
"404","IW","node_rand",0.7,"214","Eigen","run2",0.159450210266158
"405","IW","edge_rand",0.7,"4618","Pcr","run2",0.856288564627594
"406","IW","node_rand",0.7,"214","Pcr","run2",0.820554614644691
"407","IW","edge_rand",0.8,"5278","Eff","run2",0.257733293585452
"408","IW","node_rand",0.8,"244","Eff","run2",0.236244600137371
"409","IW","edge_rand",0.8,"5278","Eigen","run2",0.0155162155611936
"410","IW","node_rand",0.8,"244","Eigen","run2",0.0592378832017331
"411","IW","edge_rand",0.8,"5278","Pcr","run2",0.60564830281917
"412","IW","node_rand",0.8,"244","Pcr","run2",0.0477771362586605
"413","IW","edge_rand",0.9,"5937","Eff","run2",0.22202528682203
"414","IW","node_rand",0.9,"274","Eff","run2",0.244268636984634
"415","IW","edge_rand",0.9,"5937","Eigen","run2",0.0104017804233231
"416","IW","node_rand",0.9,"274","Eigen","run2",0.0536879336365794
"417","IW","edge_rand",0.9,"5937","Pcr","run2",-12.2509849222838
"418","IW","node_rand",0.9,"274","Pcr","run2",4.27856421437389
"419","TW","edge_rand",0,"0","Eff","run2",0.167628704367863
"420","TW","node_rand",0,"0","Eff","run2",0.167628704367863
"421","TW","edge_rand",0,"0","Eigen","run2",0.0106883084538406
"422","TW","node_rand",0,"0","Eigen","run2",0.0106883084538406
"423","TW","edge_rand",0,"0","Pcr","run2",0.90765247410817
"424","TW","node_rand",0,"0","Pcr","run2",0.90765247410817
"425","TW","edge_rand",0.1,"64","Eff","run2",0.159385587172673
"426","TW","node_rand",0.1,"23","Eff","run2",0.158028073327876
"427","TW","edge_rand",0.1,"64","Eigen","run2",0.00989911380125357
"428","TW","node_rand",0.1,"23","Eigen","run2",0.0106185183226308
"429","TW","edge_rand",0.1,"64","Pcr","run2",0.88932301076823
"430","TW","node_rand",0.1,"23","Pcr","run2",0.889777964380566
"431","TW","edge_rand",0.2,"128","Eff","run2",0.16365761000925
"432","TW","node_rand",0.2,"47","Eff","run2",0.155086709859462
"433","TW","edge_rand",0.2,"128","Eigen","run2",0.00955618223299501
"434","TW","node_rand",0.2,"47","Eigen","run2",0.0118450562138011
"435","TW","edge_rand",0.2,"128","Pcr","run2",0.866073376586094
"436","TW","node_rand",0.2,"47","Pcr","run2",0.879535698589396
"437","TW","edge_rand",0.3,"193","Eff","run2",0.147862444677749
"438","TW","node_rand",0.3,"70","Eff","run2",0.118993529968775
"439","TW","edge_rand",0.3,"193","Eigen","run2",0.00848501323290294
"440","TW","node_rand",0.3,"70","Eigen","run2",0.0106915973401021
"441","TW","edge_rand",0.3,"193","Pcr","run2",0.819562966681308
"442","TW","node_rand",0.3,"70","Pcr","run2",0.81376690085539
"443","TW","edge_rand",0.4,"257","Eff","run2",0.129887786426464
"444","TW","node_rand",0.4,"94","Eff","run2",0.103301939090902
"445","TW","edge_rand",0.4,"257","Eigen","run2",0.00820634727311677
"446","TW","node_rand",0.4,"94","Eigen","run2",0.00893888887681251
"447","TW","edge_rand",0.4,"257","Pcr","run2",0.778388409838923
"448","TW","node_rand",0.4,"94","Pcr","run2",0.59392789373814
"449","TW","edge_rand",0.5,"321","Eff","run2",0.130209301055019
"450","TW","node_rand",0.5,"117","Eff","run2",0.102581724119687
"451","TW","edge_rand",0.5,"321","Eigen","run2",0.00729200050668114
"452","TW","node_rand",0.5,"117","Eigen","run2",0.0102558729433952
"453","TW","edge_rand",0.5,"321","Pcr","run2",0.603409933283914
"454","TW","node_rand",0.5,"117","Pcr","run2",0.515837104072398
"455","TW","edge_rand",0.6,"385","Eff","run2",0.104219582795891
"456","TW","node_rand",0.6,"140","Eff","run2",0.0707869383482471
"457","TW","edge_rand",0.6,"385","Eigen","run2",0.00722746184634135
"458","TW","node_rand",0.6,"140","Eigen","run2",0.0113200899079631
"459","TW","edge_rand",0.6,"385","Pcr","run2",0.481431222132986
"460","TW","node_rand",0.6,"140","Pcr","run2",0.491429438236335
"461","TW","edge_rand",0.7,"449","Eff","run2",0.106169176076546
"462","TW","node_rand",0.7,"164","Eff","run2",0.0694981957716037
"463","TW","edge_rand",0.7,"449","Eigen","run2",0.00664848700457987
"464","TW","node_rand",0.7,"164","Eigen","run2",0.0111211234564573
"465","TW","edge_rand",0.7,"449","Pcr","run2",-0.226227605715529
"466","TW","node_rand",0.7,"164","Pcr","run2",-1.8686327077748
"467","TW","edge_rand",0.8,"514","Eff","run2",0.0587499988731575
"468","TW","node_rand",0.8,"187","Eff","run2",0.0212686556438305
"469","TW","edge_rand",0.8,"514","Eigen","run2",0.0068116731565045
"470","TW","node_rand",0.8,"187","Eigen","run2",0.00732116090898668
"471","TW","edge_rand",0.8,"514","Pcr","run2",-24.6880907372402
"472","TW","node_rand",0.8,"187","Pcr","run2",2.41781787425994
"473","TW","edge_rand",0.9,"578","Eff","run2",0.0261846753746484
"474","TW","node_rand",0.9,"211","Eff","run2",0.0152307786505622
"475","TW","edge_rand",0.9,"578","Eigen","run2",0.00775662703751121
"476","TW","node_rand",0.9,"211","Eigen","run2",0.00634791966032653
"477","TW","edge_rand",0.9,"578","Pcr","run2",3.2275092936803
"478","TW","node_rand",0.9,"211","Pcr","run2",2.10507409070498
"479","CW","edge_rand",0,"0","Eff","run2",0.328023480573893
"480","CW","node_rand",0,"0","Eff","run2",0.328023480573893
"481","CW","edge_rand",0,"0","Eigen","run2",2.29116766171367
"482","CW","node_rand",0,"0","Eigen","run2",2.29116766171367
"483","CW","edge_rand",0,"0","Pcr","run2",0.986935858009626
"484","CW","node_rand",0,"0","Pcr","run2",0.986935858009626
"485","CW","edge_rand",0.1,"692","Eff","run2",0.320468010310768
"486","CW","node_rand",0.1,"35","Eff","run2",0.31930697769592
"487","CW","edge_rand",0.1,"692","Eigen","run2",1.41812847661326
"488","CW","node_rand",0.1,"35","Eigen","run2",1.65126506891158
"489","CW","edge_rand",0.1,"692","Pcr","run2",0.983934594438774
"490","CW","node_rand",0.1,"35","Pcr","run2",0.982115583091732
"491","CW","edge_rand",0.2,"1383","Eff","run2",0.32022992874028
"492","CW","node_rand",0.2,"71","Eff","run2",0.319198761705111
"493","CW","edge_rand",0.2,"1383","Eigen","run2",0.727876264055171
"494","CW","node_rand",0.2,"71","Eigen","run2",1.54658939182833
"495","CW","edge_rand",0.2,"1383","Pcr","run2",0.980033081208326
"496","CW","node_rand",0.2,"71","Pcr","run2",0.980991296134975
"497","CW","edge_rand",0.3,"2075","Eff","run2",0.309484406969601
"498","CW","node_rand",0.3,"106","Eff","run2",0.298793583789534
"499","CW","edge_rand",0.3,"2075","Eigen","run2",0.268538420528435
"500","CW","node_rand",0.3,"106","Eigen","run2",0.58946030522083
"501","CW","edge_rand",0.3,"2075","Pcr","run2",0.97391188118679
"502","CW","node_rand",0.3,"106","Pcr","run2",0.966072789624347
"503","CW","edge_rand",0.4,"2766","Eff","run2",0.305929369715077
"504","CW","node_rand",0.4,"142","Eff","run2",0.290032648195245
"505","CW","edge_rand",0.4,"2766","Eigen","run2",0.0979736018429542
"506","CW","node_rand",0.4,"142","Eigen","run2",0.829945381787759
"507","CW","edge_rand",0.4,"2766","Pcr","run2",0.96500226136704
"508","CW","node_rand",0.4,"142","Pcr","run2",0.965660885647643
"509","CW","edge_rand",0.5,"3458","Eff","run2",0.293994547720386
"510","CW","node_rand",0.5,"177","Eff","run2",0.28555161984242
"511","CW","edge_rand",0.5,"3458","Eigen","run2",0.0445425713831645
"512","CW","node_rand",0.5,"177","Eigen","run2",0.510113101039282
"513","CW","edge_rand",0.5,"3458","Pcr","run2",0.949947016578751
"514","CW","node_rand",0.5,"177","Pcr","run2",0.953310650248434
"515","CW","edge_rand",0.6,"4150","Eff","run2",0.287510310090379
"516","CW","node_rand",0.6,"212","Eff","run2",0.283987574832859
"517","CW","edge_rand",0.6,"4150","Eigen","run2",0.0280230200804747
"518","CW","node_rand",0.6,"212","Eigen","run2",0.355891036604436
"519","CW","edge_rand",0.6,"4150","Pcr","run2",0.923731245203661
"520","CW","node_rand",0.6,"212","Pcr","run2",0.926656168264404
"521","CW","edge_rand",0.7,"4841","Eff","run2",0.253279458904003
"522","CW","node_rand",0.7,"248","Eff","run2",0.27953736736507
"523","CW","edge_rand",0.7,"4841","Eigen","run2",0.0180713304553776
"524","CW","node_rand",0.7,"248","Eigen","run2",0.106025978260086
"525","CW","edge_rand",0.7,"4841","Pcr","run2",0.853008044201731
"526","CW","node_rand",0.7,"248","Pcr","run2",0.849751394690135
"527","CW","edge_rand",0.8,"5533","Eff","run2",0.240436657773687
"528","CW","node_rand",0.8,"283","Eff","run2",0.189321946582735
"529","CW","edge_rand",0.8,"5533","Eigen","run2",0.0143720302371887
"530","CW","node_rand",0.8,"283","Eigen","run2",0.0673853238763813
"531","CW","edge_rand",0.8,"5533","Pcr","run2",0.665610686984454
"532","CW","node_rand",0.8,"283","Pcr","run2",0.359271998455058
"533","CW","edge_rand",0.9,"6224","Eff","run2",0.203418924524824
"534","CW","node_rand",0.9,"319","Eff","run2",0.132336997520503
"535","CW","edge_rand",0.9,"6224","Eigen","run2",0.00885167690247997
"536","CW","node_rand",0.9,"319","Eigen","run2",0.0297838313390416
"537","CW","edge_rand",0.9,"6224","Pcr","run2",-4.10602320344346
"538","CW","node_rand",0.9,"319","Pcr","run2",2.48074287951453
"539","IW","edge_rand",0,"0","Eff","run3",0.373645411937662
"540","IW","node_rand",0,"0","Eff","run3",0.373645411937662
"541","IW","edge_rand",0,"0","Eigen","run3",2.14453030934286
"542","IW","node_rand",0,"0","Eigen","run3",2.14453030934286
"543","IW","edge_rand",0,"0","Pcr","run3",0.986757824967231
"544","IW","node_rand",0,"0","Pcr","run3",0.986757824967231
"545","IW","edge_rand",0.1,"660","Eff","run3",0.36612526293061
"546","IW","node_rand",0.1,"30","Eff","run3",0.363297881425893
"547","IW","edge_rand",0.1,"660","Eigen","run3",1.2551632649219
"548","IW","node_rand",0.1,"30","Eigen","run3",1.71589508951148
"549","IW","edge_rand",0.1,"660","Pcr","run3",0.98356203295567
"550","IW","node_rand",0.1,"30","Pcr","run3",0.983084064138034
"551","IW","edge_rand",0.2,"1319","Eff","run3",0.357932516719433
"552","IW","node_rand",0.2,"61","Eff","run3",0.366450377923073
"553","IW","edge_rand",0.2,"1319","Eigen","run3",0.637165854435324
"554","IW","node_rand",0.2,"61","Eigen","run3",1.17727904012671
"555","IW","edge_rand",0.2,"1319","Pcr","run3",0.97941097966167
"556","IW","node_rand",0.2,"61","Pcr","run3",0.979266974241643
"557","IW","edge_rand",0.3,"1979","Eff","run3",0.35188497526151
"558","IW","node_rand",0.3,"92","Eff","run3",0.362458152413026
"559","IW","edge_rand",0.3,"1979","Eigen","run3",0.248467891843148
"560","IW","node_rand",0.3,"92","Eigen","run3",1.01876297890255
"561","IW","edge_rand",0.3,"1979","Pcr","run3",0.973919387174567
"562","IW","node_rand",0.3,"92","Pcr","run3",0.973489576107083
"563","IW","edge_rand",0.4,"2639","Eff","run3",0.343145956223193
"564","IW","node_rand",0.4,"122","Eff","run3",0.338494735137698
"565","IW","edge_rand",0.4,"2639","Eigen","run3",0.100695954851598
"566","IW","node_rand",0.4,"122","Eigen","run3",0.529871711088902
"567","IW","edge_rand",0.4,"2639","Pcr","run3",0.964149566951305
"568","IW","node_rand",0.4,"122","Pcr","run3",0.960526473251505
"569","IW","edge_rand",0.5,"3298","Eff","run3",0.34263729616784
"570","IW","node_rand",0.5,"152","Eff","run3",0.340392157364849
"571","IW","edge_rand",0.5,"3298","Eigen","run3",0.0505226179684914
"572","IW","node_rand",0.5,"152","Eigen","run3",0.237144312348913
"573","IW","edge_rand",0.5,"3298","Pcr","run3",0.949773381191774
"574","IW","node_rand",0.5,"152","Pcr","run3",0.934598115817995
"575","IW","edge_rand",0.6,"3958","Eff","run3",0.314076549646977
"576","IW","node_rand",0.6,"183","Eff","run3",0.296350939649456
"577","IW","edge_rand",0.6,"3958","Eigen","run3",0.0315022019905685
"578","IW","node_rand",0.6,"183","Eigen","run3",0.185528870923935
"579","IW","edge_rand",0.6,"3958","Pcr","run3",0.917981266203832
"580","IW","node_rand",0.6,"183","Pcr","run3",0.891103572931884
"581","IW","edge_rand",0.7,"4618","Eff","run3",0.304462764249133
"582","IW","node_rand",0.7,"214","Eff","run3",0.327962765499451
"583","IW","edge_rand",0.7,"4618","Eigen","run3",0.0237582812308305
"584","IW","node_rand",0.7,"214","Eigen","run3",0.138227862133808
"585","IW","edge_rand",0.7,"4618","Pcr","run3",0.857574066724143
"586","IW","node_rand",0.7,"214","Pcr","run3",0.84921646573565
"587","IW","edge_rand",0.8,"5278","Eff","run3",0.278544292699447
"588","IW","node_rand",0.8,"244","Eff","run3",0.262684239513593
"589","IW","edge_rand",0.8,"5278","Eigen","run3",0.0174916563720788
"590","IW","node_rand",0.8,"244","Eigen","run3",0.0636136195647038
"591","IW","edge_rand",0.8,"5278","Pcr","run3",0.654951709572958
"592","IW","node_rand",0.8,"244","Pcr","run3",0.261502294861749
"593","IW","edge_rand",0.9,"5937","Eff","run3",0.232697062793849
"594","IW","node_rand",0.9,"274","Eff","run3",0.261878696122521
"595","IW","edge_rand",0.9,"5937","Eigen","run3",0.0116456760321686
"596","IW","node_rand",0.9,"274","Eigen","run3",0.0501023115242055
"597","IW","edge_rand",0.9,"5937","Pcr","run3",-2.73945866560169
"598","IW","node_rand",0.9,"274","Pcr","run3",3.16634181479206
"599","TW","edge_rand",0,"0","Eff","run3",0.167628704367863
"600","TW","node_rand",0,"0","Eff","run3",0.167628704367863
"601","TW","edge_rand",0,"0","Eigen","run3",0.0106883084538406
"602","TW","node_rand",0,"0","Eigen","run3",0.0106883084538406
"603","TW","edge_rand",0,"0","Pcr","run3",0.90765247410817
"604","TW","node_rand",0,"0","Pcr","run3",0.90765247410817
"605","TW","edge_rand",0.1,"64","Eff","run3",0.164917621895322
"606","TW","node_rand",0.1,"23","Eff","run3",0.158653345480223
"607","TW","edge_rand",0.1,"64","Eigen","run3",0.010176756114307
"608","TW","node_rand",0.1,"23","Eigen","run3",0.0104978437536349
"609","TW","edge_rand",0.1,"64","Pcr","run3",0.892463267992458
"610","TW","node_rand",0.1,"23","Pcr","run3",0.879899353136437
"611","TW","edge_rand",0.2,"128","Eff","run3",0.158167351651177
"612","TW","node_rand",0.2,"47","Eff","run3",0.137070792824762
"613","TW","edge_rand",0.2,"128","Eigen","run3",0.00947766038244292
"614","TW","node_rand",0.2,"47","Eigen","run3",0.0106494164645489
"615","TW","edge_rand",0.2,"128","Pcr","run3",0.864831190406147
"616","TW","node_rand",0.2,"47","Pcr","run3",0.856607424394439
"617","TW","edge_rand",0.3,"193","Eff","run3",0.153450691460298
"618","TW","node_rand",0.3,"70","Eff","run3",0.14593145366476
"619","TW","edge_rand",0.3,"193","Eigen","run3",0.00902665775260275
"620","TW","node_rand",0.3,"70","Eigen","run3",0.0094662789542038
"621","TW","edge_rand",0.3,"193","Pcr","run3",0.829878359565776
"622","TW","node_rand",0.3,"70","Pcr","run3",0.711765575466894
"623","TW","edge_rand",0.4,"257","Eff","run3",0.138956315206798
"624","TW","node_rand",0.4,"94","Eff","run3",0.117593759164134
"625","TW","edge_rand",0.4,"257","Eigen","run3",0.00852690673054956
"626","TW","node_rand",0.4,"94","Eigen","run3",0.0113948284181289
"627","TW","edge_rand",0.4,"257","Pcr","run3",0.766930693069307
"628","TW","node_rand",0.4,"94","Pcr","run3",0.780625320348539
"629","TW","edge_rand",0.5,"321","Eff","run3",0.117229354366064
"630","TW","node_rand",0.5,"117","Eff","run3",0.0786503089055728
"631","TW","edge_rand",0.5,"321","Eigen","run3",0.00700179354856352
"632","TW","node_rand",0.5,"117","Eigen","run3",0.0109362487116989
"633","TW","edge_rand",0.5,"321","Pcr","run3",0.634071731770609
"634","TW","node_rand",0.5,"117","Pcr","run3",0.614645858343337
"635","TW","edge_rand",0.6,"385","Eff","run3",0.101338102163897
"636","TW","node_rand",0.6,"140","Eff","run3",0.063933123584793
"637","TW","edge_rand",0.6,"385","Eigen","run3",0.00740778077929303
"638","TW","node_rand",0.6,"140","Eigen","run3",0.00981809279761625
"639","TW","edge_rand",0.6,"385","Pcr","run3",0.505251904316451
"640","TW","node_rand",0.6,"140","Pcr","run3",0.184133679428942
"641","TW","edge_rand",0.7,"449","Eff","run3",0.114095221750225
"642","TW","node_rand",0.7,"164","Eff","run3",0.0493205758211439
"643","TW","edge_rand",0.7,"449","Eigen","run3",0.00717225191730099
"644","TW","node_rand",0.7,"164","Eigen","run3",0.00784255355394806
"645","TW","edge_rand",0.7,"449","Pcr","run3",-0.0122611564075437
"646","TW","node_rand",0.7,"164","Pcr","run3",6.04716981132076
"647","TW","edge_rand",0.8,"514","Eff","run3",0.0698045043858704
"648","TW","node_rand",0.8,"187","Eff","run3",0.0309580085256921
"649","TW","edge_rand",0.8,"514","Eigen","run3",0.00713886492485654
"650","TW","node_rand",0.8,"187","Eigen","run3",0.00921192192522794
"651","TW","edge_rand",0.8,"514","Pcr","run3",-4.25049465769687
"652","TW","node_rand",0.8,"187","Pcr","run3",2.67577474175275
"653","TW","edge_rand",0.9,"578","Eff","run3",0.0265249807732924
"654","TW","node_rand",0.9,"211","Eff","run3",0.012812466176245
"655","TW","edge_rand",0.9,"578","Eigen","run3",0.00757840989712989
"656","TW","node_rand",0.9,"211","Eigen","run3",0.0063612557378589
"657","TW","edge_rand",0.9,"578","Pcr","run3",3.07838208409506
"658","TW","node_rand",0.9,"211","Pcr","run3",2.08605472197705
"659","CW","edge_rand",0,"0","Eff","run3",0.328023480573893
"660","CW","node_rand",0,"0","Eff","run3",0.328023480573893
"661","CW","edge_rand",0,"0","Eigen","run3",2.29116766171367
"662","CW","node_rand",0,"0","Eigen","run3",2.29116766171367
"663","CW","edge_rand",0,"0","Pcr","run3",0.986935858009626
"664","CW","node_rand",0,"0","Pcr","run3",0.986935858009626
"665","CW","edge_rand",0.1,"692","Eff","run3",0.317825005185016
"666","CW","node_rand",0.1,"35","Eff","run3",0.327234061406713
"667","CW","edge_rand",0.1,"692","Eigen","run3",1.40648690188005
"668","CW","node_rand",0.1,"35","Eigen","run3",1.97981861732395
"669","CW","edge_rand",0.1,"692","Pcr","run3",0.983918950310211
"670","CW","node_rand",0.1,"35","Pcr","run3",0.984537472717225
"671","CW","edge_rand",0.2,"1383","Eff","run3",0.318543729965437
"672","CW","node_rand",0.2,"71","Eff","run3",0.308652706514288
"673","CW","edge_rand",0.2,"1383","Eigen","run3",0.72195659892026
"674","CW","node_rand",0.2,"71","Eigen","run3",1.17730219878191
"675","CW","edge_rand",0.2,"1383","Pcr","run3",0.979896124913347
"676","CW","node_rand",0.2,"71","Pcr","run3",0.977183046009988
"677","CW","edge_rand",0.3,"2075","Eff","run3",0.312311382162759
"678","CW","node_rand",0.3,"106","Eff","run3",0.295401795698075
"679","CW","edge_rand",0.3,"2075","Eigen","run3",0.261010048299446
"680","CW","node_rand",0.3,"106","Eigen","run3",1.26050264014952
"681","CW","edge_rand",0.3,"2075","Pcr","run3",0.974245519478302
"682","CW","node_rand",0.3,"106","Pcr","run3",0.972667571454073
"683","CW","edge_rand",0.4,"2766","Eff","run3",0.304743897543627
"684","CW","node_rand",0.4,"142","Eff","run3",0.32378300440397
"685","CW","edge_rand",0.4,"2766","Eigen","run3",0.100211763307193
"686","CW","node_rand",0.4,"142","Eigen","run3",0.764678053070628
"687","CW","edge_rand",0.4,"2766","Pcr","run3",0.965385371939397
"688","CW","node_rand",0.4,"142","Pcr","run3",0.96623587193124
"689","CW","edge_rand",0.5,"3458","Eff","run3",0.298969970939197
"690","CW","node_rand",0.5,"177","Eff","run3",0.282391559144155
"691","CW","edge_rand",0.5,"3458","Eigen","run3",0.0436195186870596
"692","CW","node_rand",0.5,"177","Eigen","run3",0.181821143097997
"693","CW","edge_rand",0.5,"3458","Pcr","run3",0.950464246654945
"694","CW","node_rand",0.5,"177","Pcr","run3",0.924286214748642
"695","CW","edge_rand",0.6,"4150","Eff","run3",0.288627977253138
"696","CW","node_rand",0.6,"212","Eff","run3",0.242968554962131
"697","CW","edge_rand",0.6,"4150","Eigen","run3",0.028612947795544
"698","CW","node_rand",0.6,"212","Eigen","run3",0.16858569049023
"699","CW","edge_rand",0.6,"4150","Pcr","run3",0.92516498075599
"700","CW","node_rand",0.6,"212","Pcr","run3",0.900386496401599
"701","CW","edge_rand",0.7,"4841","Eff","run3",0.262675327993478
"702","CW","node_rand",0.7,"248","Eff","run3",0.247070778758233
"703","CW","edge_rand",0.7,"4841","Eigen","run3",0.02017728388583
"704","CW","node_rand",0.7,"248","Eigen","run3",0.104426594937025
"705","CW","edge_rand",0.7,"4841","Pcr","run3",0.86652915389652
"706","CW","node_rand",0.7,"248","Pcr","run3",0.802095621999766
"707","CW","edge_rand",0.8,"5533","Eff","run3",0.239855953354567
"708","CW","node_rand",0.8,"283","Eff","run3",0.273552350978772
"709","CW","edge_rand",0.8,"5533","Eigen","run3",0.0143782342870048
"710","CW","node_rand",0.8,"283","Eigen","run3",0.0975427695090803
"711","CW","edge_rand",0.8,"5533","Pcr","run3",0.675260379218965
"712","CW","node_rand",0.8,"283","Pcr","run3",0.721570206227071
"713","CW","edge_rand",0.9,"6224","Eff","run3",0.194879821887191
"714","CW","node_rand",0.9,"319","Eff","run3",0.204161936548763
"715","CW","edge_rand",0.9,"6224","Eigen","run3",0.00864924627403134
"716","CW","node_rand",0.9,"319","Eigen","run3",0.0501985584626281
"717","CW","edge_rand",0.9,"6224","Pcr","run3",-6.60140282578782
"718","CW","node_rand",0.9,"319","Pcr","run3",5.25278470782529
"719","IW","edge_rand",0,"0","Eff","run4",0.373645411937662
"720","IW","node_rand",0,"0","Eff","run4",0.373645411937662
"721","IW","edge_rand",0,"0","Eigen","run4",2.14453030934286
"722","IW","node_rand",0,"0","Eigen","run4",2.14453030934286
"723","IW","edge_rand",0,"0","Pcr","run4",0.986757824967231
"724","IW","node_rand",0,"0","Pcr","run4",0.986757824967231
"725","IW","edge_rand",0.1,"660","Eff","run4",0.364151700097527
"726","IW","node_rand",0.1,"30","Eff","run4",0.357117678047293
"727","IW","edge_rand",0.1,"660","Eigen","run4",1.31341066678492
"728","IW","node_rand",0.1,"30","Eigen","run4",1.94133620531299
"729","IW","edge_rand",0.1,"660","Pcr","run4",0.983635227052852
"730","IW","node_rand",0.1,"30","Pcr","run4",0.984760181237225
"731","IW","edge_rand",0.2,"1319","Eff","run4",0.359618250817842
"732","IW","node_rand",0.2,"61","Eff","run4",0.350771565572483
"733","IW","edge_rand",0.2,"1319","Eigen","run4",0.673577329493035
"734","IW","node_rand",0.2,"61","Eigen","run4",1.22336878357118
"735","IW","edge_rand",0.2,"1319","Pcr","run4",0.979559266765254
"736","IW","node_rand",0.2,"61","Pcr","run4",0.976879848459095
"737","IW","edge_rand",0.3,"1979","Eff","run4",0.34853018793361
"738","IW","node_rand",0.3,"92","Eff","run4",0.337687311236755
"739","IW","edge_rand",0.3,"1979","Eigen","run4",0.241202148956428
"740","IW","node_rand",0.3,"92","Eigen","run4",0.658939761765407
"741","IW","edge_rand",0.3,"1979","Pcr","run4",0.972939132791334
"742","IW","node_rand",0.3,"92","Pcr","run4",0.968514905554195
"743","IW","edge_rand",0.4,"2639","Eff","run4",0.345591717095883
"744","IW","node_rand",0.4,"122","Eff","run4",0.352842611332579
"745","IW","edge_rand",0.4,"2639","Eigen","run4",0.0863505740877336
"746","IW","node_rand",0.4,"122","Eigen","run4",0.701224247840954
"747","IW","edge_rand",0.4,"2639","Pcr","run4",0.963794864512435
"748","IW","node_rand",0.4,"122","Pcr","run4",0.965149879641972
"749","IW","edge_rand",0.5,"3298","Eff","run4",0.330718069647041
"750","IW","node_rand",0.5,"152","Eff","run4",0.325504420323744
"751","IW","edge_rand",0.5,"3298","Eigen","run4",0.0509553528867272
"752","IW","node_rand",0.5,"152","Eigen","run4",0.45852425762223
"753","IW","edge_rand",0.5,"3298","Pcr","run4",0.9491434790817
"754","IW","node_rand",0.5,"152","Pcr","run4",0.948094623468351
"755","IW","edge_rand",0.6,"3958","Eff","run4",0.317477638499636
"756","IW","node_rand",0.6,"183","Eff","run4",0.305460574165794
"757","IW","edge_rand",0.6,"3958","Eigen","run4",0.0334329675375214
"758","IW","node_rand",0.6,"183","Eigen","run4",0.159230269064275
"759","IW","edge_rand",0.6,"3958","Pcr","run4",0.922451426923892
"760","IW","node_rand",0.6,"183","Pcr","run4",0.901951458763729
"761","IW","edge_rand",0.7,"4618","Eff","run4",0.318122218915227
"762","IW","node_rand",0.7,"214","Eff","run4",0.321598872736224
"763","IW","edge_rand",0.7,"4618","Eigen","run4",0.0258838526183447
"764","IW","node_rand",0.7,"214","Eigen","run4",0.21690366364916
"765","IW","edge_rand",0.7,"4618","Pcr","run4",0.866636949310156
"766","IW","node_rand",0.7,"214","Pcr","run4",0.895977438013364
"767","IW","edge_rand",0.8,"5278","Eff","run4",0.277353316635488
"768","IW","node_rand",0.8,"244","Eff","run4",0.223983999066732
"769","IW","edge_rand",0.8,"5278","Eigen","run4",0.0166945510084943
"770","IW","node_rand",0.8,"244","Eigen","run4",0.0859977258609232
"771","IW","edge_rand",0.8,"5278","Pcr","run4",0.644056242276337
"772","IW","node_rand",0.8,"244","Pcr","run4",0.419175911251981
"773","IW","edge_rand",0.9,"5937","Eff","run4",0.217444176588456
"774","IW","node_rand",0.9,"274","Eff","run4",0.202339095538506
"775","IW","edge_rand",0.9,"5937","Eigen","run4",0.00927366552430956
"776","IW","node_rand",0.9,"274","Eigen","run4",0.0568950350640033
"777","IW","edge_rand",0.9,"5937","Pcr","run4",345.932049110929
"778","IW","node_rand",0.9,"274","Pcr","run4",4.48292658003645
"779","TW","edge_rand",0,"0","Eff","run4",0.167628704367863
"780","TW","node_rand",0,"0","Eff","run4",0.167628704367863
"781","TW","edge_rand",0,"0","Eigen","run4",0.0106883084538406
"782","TW","node_rand",0,"0","Eigen","run4",0.0106883084538406
"783","TW","edge_rand",0,"0","Pcr","run4",0.90765247410817
"784","TW","node_rand",0,"0","Pcr","run4",0.90765247410817
"785","TW","edge_rand",0.1,"64","Eff","run4",0.154988735252166
"786","TW","node_rand",0.1,"23","Eff","run4",0.154750136560792
"787","TW","edge_rand",0.1,"64","Eigen","run4",0.00971888218331728
"788","TW","node_rand",0.1,"23","Eigen","run4",0.010651777545682
"789","TW","edge_rand",0.1,"64","Pcr","run4",0.887594308089008
"790","TW","node_rand",0.1,"23","Pcr","run4",0.886648558819542
"791","TW","edge_rand",0.2,"128","Eff","run4",0.158323773964913
"792","TW","node_rand",0.2,"47","Eff","run4",0.143851984178429
"793","TW","edge_rand",0.2,"128","Eigen","run4",0.00952012377215301
"794","TW","node_rand",0.2,"47","Eigen","run4",0.0106338789863612
"795","TW","edge_rand",0.2,"128","Pcr","run4",0.855562091705626
"796","TW","node_rand",0.2,"47","Pcr","run4",0.851330366231508
"797","TW","edge_rand",0.3,"193","Eff","run4",0.148156726635177
"798","TW","node_rand",0.3,"70","Eff","run4",0.12253179797485
"799","TW","edge_rand",0.3,"193","Eigen","run4",0.00838910131713429
"800","TW","node_rand",0.3,"70","Eigen","run4",0.00956583604153293
"801","TW","edge_rand",0.3,"193","Pcr","run4",0.810325725681365
"802","TW","node_rand",0.3,"70","Pcr","run4",0.729443870549962
"803","TW","edge_rand",0.4,"257","Eff","run4",0.146138090625859
